@relation posture

@attribute tweet String
@attribute class {Anti-Roseanne,Pro-Roseanne,UncNeut}

@data
" CarleyShimkus Roseanne will be back.",Pro-Roseanne
" KatTheHammer1 therealroseanne USAHotLips MareLovesUSA_11 RoseHasMoreFun ClintonMSix141 grizz_meister... https://t.co/WxeWaAax1k",UncNeut
" therealroseanne No. You had all the money, power, and time you needed to learn not to be total racist garbage, and... https://t.co/0uBCK1pPmu",Anti-Roseanne
" cnnbrk It was only a matter of time before therealroseanne, disgusting racist person that she is, once again showed her true self!",Anti-Roseanne
" TomArnold iamwandasykes MSNBC BREAKING: ABC just announced they have cancelled 'Roseanne' because of her tweets.",UncNeut
" jialynnyang mathewi Perhaps Roseanne should have remembered that!",Anti-Roseanne
"Roseanne Bar is the epitome of white privilege. If she had kept her racism to herself, she would have a well payin... https://t.co/mu1NqNTbNZ",Anti-Roseanne
" therealroseanne If they truly have cancelled your show, they will regret it.",Pro-Roseanne
"Roseanne",UncNeut
"Roseanne Cancelled After Star Sends Out Racist Tweet Calling Obama Advisor An Ape https://t.co/Jz5wHQCeFg",UncNeut
"Roseanne",UncNeut
" mehransharmini mojopo therealroseanne ChelseaClinton OpenSociety That's a lie.",UncNeut
"Roseanne",UncNeut
"I have no use for the racist, Roseanne Barr, or anyone who works with her. They're enabling a Nazi loving traitor.",Anti-Roseanne
"Hey RepMcSally, ABC fired Roseanne for being racist. But the GOP holds realDonaldTrump to a lower standard.",Anti-Roseanne
"(4/4) HillaryClinton can run for the highest office, Wolf's series on Netflix is still in existence, but less than... https://t.co/ihWoRbG46g",UncNeut
" kkhhughes therealroseanne SHE DOES NOT HAVE AN OPTION TO QUIT. THE RACIST BITCH WAS FIRED.",Anti-Roseanne
" ScottAdamsSays therealroseanne And the prisoners that were released from North Korea!",UncNeut
" therealroseanne Wow, I have no issues regarding your political stance. But what you said is inexcusable! Your lost... https://t.co/K6ewJ0Lr9T",Anti-Roseanne
"Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments, Network President Says https://t.co/MSuqDOM3Kc",UncNeut
"roseanne is a fucking idiot",Anti-Roseanne
" therealroseanne Too late you fat hideous crone- go back under a rock- Hollywood doesn't want you nor does the REAL... https://t.co/kDwF8JjqAU",Anti-Roseanne
"Roseanne",UncNeut
"I did not like Roseanne and her politics. However, there were a lot of good, deserving actors on the RoseanneOnABC... https://t.co/mWh08kj84V",Anti-Roseanne
" therealroseanne You're a disgusting person. Just like Trump!   too late for apologies...",Anti-Roseanne
" therealroseanne You just cost everyone of your co-workers including cast and crew their livelihood. Unless they're... https://t.co/2ZmTTE5xh6",Anti-Roseanne
" Robbins17Chris Oh well, if they're so worried about Roseanne's well being there's this thing called gofundme",Anti-Roseanne
". ValerieJarrett I stand by therealroseanne https://t.co/lIEyFJYsUT",Pro-Roseanne
" ABCNetwork very proud of your decision to cancel Roseanne. Finally someone standing up against hate and racism in this country",Anti-Roseanne
"Roseanne",UncNeut
"Roseanne",UncNeut
"Bye, Roseanne.",Anti-Roseanne
"Roseanne Canceled by ABC After Roseanne Barr's Latest Offensive Tweets https://t.co/ZQ9jhJbqb3",UncNeut
" PaulGoebelShow hollygo10 LadyBabs07 therealroseanne ABC I like how you try super hard to push buttons. It's cu... https://t.co/BySPdWZs4a",UncNeut
"Roseanne",UncNeut
"COINCIDENCE? Roseanne leaves twitter the day polksalad returns.",UncNeut
" LADFLEG It's like Roseanne meeting a race relations committee",UncNeut
"ETTD",UncNeut
"Bye Felicia (Roseanne). https://t.co/G4nT1XEd9a",Anti-Roseanne
" MerriamWebster However it's spelled, they finally got this right. Bye   , therealroseanne",Anti-Roseanne
"Like I get there's a huge market for it but a bunch of network executives sitting in a meeting brainstorming ideas... https://t.co/KRykQIkmvq",UncNeut
" NixBryan Roseanne has a disturbing history.",Anti-Roseanne
"Roseanne Barr Apologizes For Racist 'Planet of the Apes' Tweet About Obama Adviser https://t.co/49i4Xcwshp via thr",UncNeut
" therealroseanne Ahh ROSIE don't go ! You apologized already so let's move on ........",Pro-Roseanne
"Roseanne",UncNeut
". therealroseanne https://t.co/dTYQguBtCM",UncNeut
" kevinbrennan666 BREAKING: Roseanne to join Compound Media starting Monday with 'THE ANTHONY AND ROSEANNE SHOW'....... https://t.co/UrUm3cMAuR",UncNeut
" therealroseanne Leave the planet you racist hag",Anti-Roseanne
" Deggans rolandsmartin I am looking for people who were offended by abc EMPLOYEE Roseanne , we will be filing a cl... https://t.co/3PaXsMwnys",Anti-Roseanne
" therealroseanne Bye Felicia",Anti-Roseanne
"Roseanne' Consulting Producer Wanda Sykes Quits After Valerie Jarrett Tweet https://t.co/rmAE9IpGqG",UncNeut
"Roseanne' canceled at ABC after star's racist tweet https://t.co/nROBItP7I6 https://t.co/3Sel4dq6tu",UncNeut
"Roseanne Barr's show has been CANCELLED following her 'racist tweet' https://t.co/6UDWqhuOHc",UncNeut
" therealroseanne I did not watch your old show and I sure as well didn't watch the new one, but I won't eat macadam... https://t.co/IEySfDy1mJ",Anti-Roseanne
" therealroseanne Puh-leeeeze. You've been dangling this line of garbage for a few years now and it's finally catching up to you",Anti-Roseanne
" nanacinda therealroseanne On to CBS $&amp; ) ABC",UncNeut
"Roseanne canceled by ABC after Roseanne Barr's controversial tweets https://t.co/x0EYQsXcB6",UncNeut
"Wow. ABC cancels 'Roseanne' following Roseanne Barr's racist tweet targeting Obama adviser - USA TODAY https://t.co/mowFb4oIwJ",UncNeut
" therealroseanne Why are you still here? Delete yourself as promised.",Anti-Roseanne
"Bravo ABCNetwork . Instead of cancelling the show, you should change the name and write therealroseanne out........ https://t.co/Dkj0uoBhQw",Anti-Roseanne
"Is ABC right to cancel Roseanne?",UncNeut
" BethB1213 therealroseanne ABCNetwork They Did! https://t.co/CylCjxMujR",UncNeut
"Bye Roseanne. https://t.co/8Q7Q9BBHUs",Anti-Roseanne
"MSNBC's Joy Reid explains how Trumpism gives Roseanne a 'broad sense of permission' to be racist... https://t.co/KOS30nv8Gl",UncNeut
" ChelseaClinton OpenSociety Let's all say a big Bye Felicia to therealroseanne",Anti-Roseanne
"Roseanne",UncNeut
" therealroseanne ChelseaClinton OpenSociety Soros was in grade school during WWII. It would be pretty hard do wha... https://t.co/S1iIH4FrFX",UncNeut
" iamlanaarcher DantePer22 vickibazter therealroseanne seanhannity LouDobbs YoungDems4Trump Bless your heart.",UncNeut
" SGTWoobie XrayJenkins Glightheart1 gailtalk therealroseanne michelleisawolf PressSec Racism? If you think i... https://t.co/qhUtJJ7PIq",UncNeut
" youcrazypants jefferyclark FoxNews JessicaTarlov therealroseanne ABCNetwork Seriously, she used the word Musl... https://t.co/tbUZzXJ9bi",UncNeut
" mojopo therealroseanne ChelseaClinton OpenSociety Snope",UncNeut
" vessonermarie EoinHiggins_ MollyOShah You are correct about the last part. But this did not happen in a vacuum.... https://t.co/Cr6P3KwRPI",UncNeut
"So tall are now just realizing Roseanne is a bigot? Word...",Anti-Roseanne
"Good for you, ABC. ABC cancels Roseanne after Roseanne Barr tweets racist 'joke' https://t.co/nk3h6OfUtS via TheWeek",Anti-Roseanne
"Roseanne' Canceled By ABC https://t.co/9WPsofUSuf",UncNeut
"I guess realDonaldTrump's influence on Roseanne's views bit her in the ass!!! Have fun in the unemployment line,... https://t.co/XtEaI6iCGY",Anti-Roseanne
"timesup",Anti-Roseanne
" 5BobbyArmstrong I like Roseanne...she's actually funny....what happened to freedom of speech? And she's a comedia... https://t.co/NwZCE7zDaT",Pro-Roseanne
" therealroseanne Why apologize? People make bad jokes all the time but it seems like people are selective who they... https://t.co/dktFA3Z9gC",Pro-Roseanne
" theAndyEffect JTMYVA therealroseanne Look in the mirror resistard..",UncNeut
"Roseanne Barr Says Valerie Jarrett Is the Result of 'Muslim Brotherhood and Planet of the Apes' https://t.co/W4KfYiHeb0",UncNeut
" therealroseanne Don't apologize to those fucks it never works and it just makes you look weak and them look right.... https://t.co/BY8YBzd4Bt",Pro-Roseanne
"Roseanne' Canceled By ABC Following Backlash Over Star's Racist Tweets. Yes! Can ABC cancel trump too?!?! https://t.co/Xd9A2MqIiW",Anti-Roseanne
"Bye!! ABC announced on Tuesday that it would cancel the sitcom 'Roseanne' following the star's 'abhorrent' comments... https://t.co/J6bVSStQ9I",Anti-Roseanne
" therealroseanne It was in bad taste!! And you SUCK as an actor and a human!!!",Anti-Roseanne
"Looks like Roseanne's mouth finally overloaded her hummingbird ass. Her karma ran over her dogma.",Anti-Roseanne
"Bye Roseanne, don't let the door hit you on the way out",Anti-Roseanne
"Roseanne",UncNeut
"IStandWithRoseanne",Pro-Roseanne
"Roseanne: What are they going to do, cancel me?! Hahahahahahaha!",Anti-Roseanne
"Can ABC please also cancel the Trump presidency? 'Roseanne' Canceled by ABC Hours After Racist Tweet by Roseanne B... https://t.co/oVMiDQOsV7",Anti-Roseanne
"The name Roseanne just sounds like someone who yells nigger at her TV every night",Anti-Roseanne
"Yay ABC! https://t.co/TDxuEm9OsM",Anti-Roseanne
"Quick to act, but it's not as if Roseanne didn't have previous. https://t.co/DBPBa5YnnX",Anti-Roseanne
" andylassner ABC's Full Statement On Why Roseanne's Show Is Cancelled: https://t.co/4MQIA6XQb1",UncNeut
"Roseanne reboot is a family being torn apart by politics but I gotta say 1) there are actual families being liter... https://t.co/yX71qXdsgc",UncNeut
"Roseanne' Canceled By ABC https://t.co/y5YMXkEWqe",UncNeut
"Roseanne Barr sorry for comparing Obama aide to ape - BBC News US https://t.co/aSDh16Jluv",UncNeut
" soonerrick BethB1213 therealroseanne ABCNetwork https://t.co/8hijnkanzl",UncNeut
"John Goodman lost the bag cause of Roseanne? Lol",UncNeut
" RealAlexJones therealroseanne nope.",UncNeut
"https://t.co/X8uNH1UUFL",UncNeut
"Bye Roseanne, let the door hit you on your way out. https://t.co/PojCCDUSeg",Anti-Roseanne
" LiberalLecter therealroseanne Rosanne don't even try to test the Mouse. Disney always wins. Even when they lose.",Anti-Roseanne
" therealroseanne Adios Bitch!",Anti-Roseanne
" gilbertjasono We got rid of roseanne and now it is time to get rid of last man standing",Anti-Roseanne
" ABCNetwork Thanks for having the balls to cancel therealroseanne RoseanneOnABC",Anti-Roseanne
"Roseanne",UncNeut
"Roseanne' Star Sara Gilbert Denounces Roseanne Barr's Racist Twitter Tirade As 'Abhorrent' - https://t.co/1XAOyAhoJu",UncNeut
"Roseanne came in 6th place in the 2012 Presidential election, but that was almost entirely thanks to California - w... https://t.co/BejozYJt8g",UncNeut
"https://t.co/L2p0MrmdeU",UncNeut
"Roseanne",UncNeut
"abc cancels roseanne https://t.co/K7UrxkRbLN",UncNeut
" Real_Gaz therealroseanne All ABCNetwork viewing has been terminated and I like DrPhil, BacheloretteABC. I wil... https://t.co/48RyDE6A4t",UncNeut
" therealroseanne It's ok. VJ will be in jail soon.",Pro-Roseanne
" therealroseanne GODDAMNIT therealroseanne",Anti-Roseanne
" trish_regan I agree with you on therealroseanne bad tweet, should ABC hold colbertlateshow to the same values wh... https://t.co/Xtu48NCArH",Anti-Roseanne
" REALBASEDBLONDE GartrellLinda therealroseanne Twitter PLEASE STAY, DONT BE INTIMIDATED BY THE LEFT  WE STAND WITH YOU ROSEANNE",Pro-Roseanne
" bryan776 therealroseanne Yes, indeed, I am both... you do you, boo. https://t.co/PfqQti3mXP",UncNeut
"Roseanne",UncNeut
"Roseanne",UncNeut
"Roseanne",UncNeut
" BeFairToTrump jimlibertarian therealroseanne What about the black men at their workplace trying to exercise thei... https://t.co/q7H0hIYgKF",UncNeut
"RoseanneBarr",UncNeut
" sweetatertot2 mojopo therealroseanne ChelseaClinton OpenSociety I saw that episode and heard him say it too. H... https://t.co/1YIk8jSoyz",UncNeut
"Roseanne",UncNeut
"Love therealroseanne I'm a fan forever. https://t.co/pT76l6Xt3Z",Pro-Roseanne
" therealroseanne yahooo!!!! take realDonaldTrump with you!",Anti-Roseanne
" therealroseanne Can't BELIEVE the libs are so ungrateful to someone brave enough to do EXACTLY as they requested a... https://t.co/23MdSTzTwO",Pro-Roseanne
" JustMuteMeNow therealroseanne She is disgusting",Anti-Roseanne
" therealroseanne The trying to keep my show on the air 'apology' tweet didn't work-Get help Roseanne you truly need... https://t.co/iMWjKLAW11",Anti-Roseanne
"Roseanne",UncNeut
" rupertmurdoch looks like ABC just fired therealroseanne taking her show off air So Rupert your FoxNews Viewers... https://t.co/4dGhKvzXP9",Anti-Roseanne
" therealroseanne I truly enjoyed having your show back on the air, I grew up watching you show back in the 90s. Thanks for the reboot.. ;)",Pro-Roseanne
" therealroseanne That https://t.co/RnYDu86Rw0",UncNeut
"ABC cancela 'Roseanne' ap s tweet racista da protagonista. https://t.co/Omj7FGQNBG https://t.co/pz8Hmmtvuq",UncNeut
"JoyReid",UncNeut
" therealroseanne You should also apologize to all Americans for your conspiracy based politics and your white trash look.",Anti-Roseanne
" donnajisaok Twitter therealroseanne Already have",UncNeut
"Roseanne",UncNeut
" MeganBigMouth ABC therealroseanne Amen",UncNeut
"Roseanne It wasn't surprising that this ignorant racist broad tweeted that bullsh*t. What's surprised is ABC giving... https://t.co/VyjvxL7hPh",Anti-Roseanne
" WayneDupreeShow iamwandasykes therealroseanne But she's ok with Blackish? Umm yeah",UncNeut
" RobertIger you cancelled this show per this cause it's the right thing to do https://t.co/owcP0udL2S you're lying,... https://t.co/zZ4UFhfupM",Anti-Roseanne
"roseanne",UncNeut
"And to be clear I am in no way defending Roseanne at all. Ever since she started supporting 45 &amp; spouting some of t... https://t.co/QAR5ppB54r",Anti-Roseanne
"Trump",UncNeut
" KevinRizzo17 total_janarchy ChelseaClinton therealroseanne OpenSociety 'Hahahahaha. Ya ok.' Another paid-to-t... https://t.co/sTcpr4KjGD",UncNeut
"Finally, this show made me laugh. https://t.co/x1toNM6KeY",UncNeut
"Good For ABC. Ignorant racial and personal attacks need to be punished. I can live without Roseanne. https://t.co/WE3HklpRiC",Anti-Roseanne
"ABC cancels 'Roseanne' after star's racist Twitter rant https://t.co/7vsJITb4JP",UncNeut
"FMSocialMedia",UncNeut
" ABCNetwork YOU are CANCELED ABCNetwork! Reinstate RoseanneOnABC! The filth your network has spewed against OUR... https://t.co/Tud1tKDDbU",Pro-Roseanne
" therealroseanne Don't apologize for speaking the truth.",Pro-Roseanne
" BBCBreaking thenewsjunkie JUST BECAUSE ROSEANNE TWEETED THAT? I LOVE THE ROSEANNE SHOW. JUST BECAUSE SHE SAID THA... https://t.co/480ddM3k2E",Pro-Roseanne
"ABC did the right thing and cancelled Roseanne",Anti-Roseanne
" battletested5 I thought it was going to try both sides for about a minute. Did not know behind the scenes shit. Bu... https://t.co/3fZKJKDIOZ",UncNeut
"After Racist Tweet by Roseanne Barr, ABC Cancels Her Hit Show https://t.co/B9F7gnSWDp",UncNeut
"BUH BYE Felicia https://t.co/MY9Kq4OiJT https://t.co/MY9Kq4OiJT",Anti-Roseanne
"Tim Allen is trending because of this Roseanne shit? That's bull shit. Different comedians. Different show. Allen w... https://t.co/Cn4cUexzeU",UncNeut
" ABC Dumb move. Bring back Roseanne",Pro-Roseanne
" therealroseanne You stuck your foot in your mouth! Choke on it!!!!!!! You are GONE!!!!!!!!!!!!!",Anti-Roseanne
" Popehat NRATV Well, you have to realize that it's really NBC's fault that ABC hired Roseanne in the first place.... https://t.co/09cXSLbJso",UncNeut
" therealroseanne loved your reboot show while it lasted.. Sad it ended the way it did for a president well isn't even in office anymore.",Pro-Roseanne
"i'm sure trump has hired roseanne by now. she'll have full security clearance by tomorrow.",Anti-Roseanne
"Trump",UncNeut
"ABC has canceled Roseanne. https://t.co/9mQzrV0Gzf via slate",UncNeut
" MarkDice RobertIger I do not agree with what Roseanne tweeted, but if morals you are looking at- then how is this ok?",Anti-Roseanne
" therealroseanne you owe it to the cast and crew to get their show back on .... the world doesn't need racism... ta... https://t.co/bSIhZcdwmv",Anti-Roseanne
"I am heartbroken for all involved, except therealroseanne. This effects so many people but ABCNetwork made the R... https://t.co/OUhwL2NGiN",Anti-Roseanne
